金融数据分析师|,93%,北京万向天乾科技有限公司,8000-15000,北京,最近,    【岗位职责】    1、能够冷静分析金融市场并判断行情走势    2、把握市场机会及时发出操作指示    3、严格执行公司各项制度，定期分析整理数据，向上级领导汇报分析结果    4、  按照公司  要求进行技术面和基本面的分析，宏观经济和行业研究；进行数据的搜集或整理    5、配合其他部...,http://jobs.zhaopin.com/CC371117782J00043271113.htm
数据分析师,93%,深圳市易佰网络科技有限公司武汉分公司,6000-8000,武汉,最新,   岗位职责：针对销售平台后台数据进行汇总分析（包括但不限于销售额、成本、广告费用、物流费用等）     要求：一本以上学历，硕士优先，数学统计相关的专业，要求熟练掌握使用excel函数、数据透视表、宏/VBA等相关数据分析软件    薪资：底薪6K+提成    工作时间：周一至周五9:00-12...,http://jobs.zhaopin.com/CC375970138J00073122306.htm
资深数据分析师,,北京公瑾科技有限公司,15000-30000,北京,最近,   岗位职责：   1.负责业务线的数据支持全面统筹工作；   2.对数据进行监控分析，包括数据选取、分析，快速有效地定位问题并推动相关部门制定解决方案及方案效果评估；   3. 管理和建立数据分析模型，评估模型，应用模型，推动落实相关解决方案并跟进结果；   4. 结合业务决策分析需求，制定常规...,http://jobs.zhaopin.com/CC273475780J00040828715.htm
公司直招数据分析师助理,100%,天津蔓菁装饰有限公司,4001-6000,天津,最新,  岗位职责： 1. 负责数据和项目相关需求的收集、整理和维护 2.完成领导交办的其他工作。 任职资格： 1、18-28周岁，中专以上学历，身体健康。 2、工作稳定、轻松，工作时间朝九晚六。 3、具备良好的沟通协调能力，熟练使用office办公软件 4、有较强的组织、协调、执行、沟通能力及人际交往能...,http://jobs.zhaopin.com/567279932250303.htm
急聘 储备经理数据分析师 免费培训 双休,54%,嘉诺恒盛(北京)教育科技有限公司,8001-10000,北京,招聘中,  一、、、、  应聘条件： 1、专业不限，经济类、理工类专业优先； 2、人品端正，谦虚好学，自信果敢； 3、有很强的数据运算能力及宏观经济数据分析能力，纪律严格； 4、可承受较大心理压力，有很强的自我调控能力，纪律严格； 5、对公司资金高度负责，严格执行安全控制； 6、敢于迎接挑战、能独立承受压力...,http://jobs.zhaopin.com/278684936256632.htm
高级数据分析师,,马上消费金融股份有限公司,20001-30000,深圳-福田区,招聘中,  岗位职责：  1. 负责二次营销及产品运营的数据分析，为相关项目提供数据和分析支持；  2. 根据业务需求和目标，将分析结果转化为实际应用项目，促进二次营销及产品运营工作的开展；  3. 定期分析客户画像和行为特征，为二次营销及产品运营提出优化建议；  4. 对二次营销及产品运营数据进行提取、分...,http://jobs.zhaopin.com/252519037253658.htm
数据分析师(000471),92%,宝宝树(北京)信息技术有限公司,15001-20000,北京,招聘中,  岗位职责:  职位描述: 1. 分析业务数据，从中发现问题、研究问题并探索解决方案。 2. 将数据分析结果转化为可行的产品和运营策略，推动测试、优化形成迭代。   任职资格:  任职要求: 1. 本科及以上学历，计算机等相关专业。 2. 2年以上工作经验。 2. 逻辑思维能力强，对语音交互设计过...,http://jobs.zhaopin.com/CC154131010J00049908013.htm
金融数据分析师——靠能力说话,92%,北京万向通汇投资有限公司,8001-10000,北京-朝阳区,最近,...数据分析师（学生管培生）        申请条件：     1.形象阳光向上，具备一定的沟通能力.              2.诚实守信、勤奋主动，具有高度的工作热情和团队合作意识.              3.有销售、客户服务或学生社团干部经验者优先考虑.         ...,http://jobs.zhaopin.com/288865232254177.htm
高薪诚聘讲师/数据分析师带薪年假不加班,100%,江苏鼎汇嘉诚教育科技有限公司,8001-10000,南京,招聘中,  岗位职责： 1.通过企业培训，迅速掌握公司所有金融产品的基本内容，熟悉掌握所有产品的基本情况; 2.通过自身的学习和一段时间的实践摸索为公司的业务员拟定合适的培训计划，组织培训活动; 3.后期负责企业内训、销售人员培训、公司活动组织、入职培训; 4.负责营销系统员工的心态、技能、知识等方面的培训...,http://jobs.zhaopin.com/567037189252846.htm
高薪诚聘数据分析师底薪8K＋,100%,江苏鼎汇嘉诚教育科技有限公司,10001-15000,南京,招聘中,  岗位职责： （无经验者通过面试后可免费带薪培训）  1.严格执行公司各项制度，，并定期整理数据，向上级领导分析结果；  2.按照部门主管的要求进行技术和基本面规律的分析，进行数据的搜集或整理；  3.配合其他部门有关工作；  4.遵守公司的各项管理制度，承办领导交办的其他工作。  岗位要求：  ...,http://jobs.zhaopin.com/567037189252847.htm
EMOSS项目组-数据分析师,100%,中国通信建设集团设计院有限公司,6000-12000,北京,招聘中,  岗位职责  （1）负责梳理企业全流程各节点业务场景，与业务对接，完成集团报表、指标体系搭建，根据业务需求完成多维分析，在报表平台输出可视化显示及迭代；  （2）负责BI系统日常运营与维护工作，完善统计指标、统计报表和设计分析模型  （3）协助公司及业务部门建立科学的数据运营指标体系及业务指标分解...,http://jobs.zhaopin.com/CC237760813J00048841909.htm
数据分析师+无责5k+双休,100%,重庆宝钻信息技术咨询有限公司,5500-8000,重庆,招聘中,  岗位职责： （无经验者通过面试后可免费带薪培训）  1.严格执行公司各项制度，，并定期整理数据，向上级领导分析结果；  2.按照部门主管的要求进行技术和基本面规律的分析，进行数据的搜集或整理；  3.配合其他部门有关工作；  4.遵守公司的各项管理制度，承办领导交办的其他工作。  岗位要求：  ...,http://jobs.zhaopin.com/CC503336080J00162586401.htm
直招金融数据分析师 双休朝九晚五不加班,100%,南京玖诺知晓信息科技有限公司,6001-8000,南京,最近,   岗位职责 1、 负责数据采集、汇总； 2、 收集、整理、汇总、各项目数据，进行数据分析； 3、 汇总业务数据，定期完成相关业绩数据的分析和关键点提炼； 4、数据库管理等其他相关工作。 5、按照部门主管的要求进行技术和基本面规律的分析，进行数据的搜集或整理； 6、严格执行公司各项制度，，并定期整...,http://jobs.zhaopin.com/581823932250398.htm
数据分析师,92%,YOHO！新与力文化传播有限公司,8000-15000,南京,最近,  岗位职责:  1.对市场部广告投放数据进行采集汇总，并按规定进行数据整理分析；  2.按时发送市场部日周月维度报表，以及KPI的进度表；  3.保证数据正确完整，并利用数据给出各渠道推广的建设性建议；  4.对公司竞品以及其他行业优秀案例的数据收集和学习；     任职资格：   1.熟练使用s...,http://jobs.zhaopin.com/131944148252561.htm
数据分析师/交易专员  可实习,100%,重庆宝钻信息技术咨询有限公司,6001-8000,重庆,招聘中,  岗位要求：  1.接受免费统一的专业学习培训和模拟训练。  2.认同公司的发展理念，愿意与公司共同拓展业务。  3.具有很强的工作责任心和团队合作精神。  4.对公司资金高度负责，严格执行风险控制。  5.以持续稳定盈利为最高目标，励志成为业内精英人才。  6.热衷于金融行业的有经验人士，有意与...,http://jobs.zhaopin.com/CC503336080J00162301601.htm
数据分析师,100%,武汉方能文化传播有限公司,4000-6000,武汉-武昌区,最新,    岗位职责：     1.协助工程师进行产品开发项目的数据安装、配置、部署工作。     2.为软件研发项目提供数据库技术支持。     3.协助工程师设计并优化数据库物理建设方案。     4.针对数据库应用系统运行中出现的问题，提出解决方案。     任职要求：     1.大专及以上学历...,http://jobs.zhaopin.com/CC233658313J00056402308.htm
外汇数据分析师、双休、五险一金,100%,中鑫万邦(北京)国际商务咨询有限公司,20001-30000,北京,最新,   薪酬待遇:        初级：  底薪7000+20%-50%提成+双休+奖金+公司福利（月收入8000-12000）        中级：  底薪12000+  20%-50%  提成+五险+双休+奖金+公司福利（月收入12000-20000）        高级：  底薪18000+  ...,http://jobs.zhaopin.com/CC699259380J00046889914.htm
（免费培训）数据分析师,100%,广州中冠实业投资有限公司,8000-11000,广州,最新,  任职要求：  1.分析行情，每日做出交易计划  2.熟悉市场，掌握各种分析工具及技术指标  3.把握市场机会，及时交易，确保账户达到稳定盈利，尽可能达到利益最大化。  4.敢于挑战，能独立承受压力，以稳定盈利为目标，成为业内精英人才。     任职要求：  1.职位男女不限，学历中专或以上  2...,http://jobs.zhaopin.com/CC688169231J00074555704.htm
投资数据分析师（助理）,92%,北京飞天龙国际投资股份有限公司,7000-14000,北京,最近,  投资数据分析师（助理）：     职位描述：     1 负责对拟合作项目所在行业数据进行汇总，资料整理等相关研究工作；     2 负责开展项目所在领域进行的行业研究，分析行业发展历程及现状，预测行业未来发展趋势，并撰写分析报告；     3 根据行业分析情况，提供专业意见；  ...,http://jobs.zhaopin.com/296720485252428.htm
数据分析师,92%,易到用车,15000-25000,北京,招聘中, 岗位职责：  1、运营数据分析：针对各个业务线、用户司机行为等，进行数据分析，建立数据分析模型，提出改善运营质量的方法和建议，搭建BI数据分析体系，为企业决策提供支持，撰写专业的数据分析报告；  2、业务指标设计：从数据中提炼出诊断指标，形成全面的指标体系，评估和监控业务健康度；  3、数据挖掘：...,http://jobs.zhaopin.com/350551610253665.htm
转行跳槽8K-15K金融数据分析师+五险双休,98%,北京万向通汇投资有限公司,8000-15000,北京,最近,          岗位职责：   （没有销售性质，无经验者通过面试后可免费带薪培训）     分析数据--判断未来趋势--细心--及时          1.严格执行公司各项制度，协助项目经理完成日常工作；    2.按照部门主管的要求进行项目数据的搜集或整理；    3.配合其他部门有关工作； ...,http://jobs.zhaopin.com/288865232254345.htm
外汇数据分析师（双休）,100%,中汇富投资(深圳)有限公司,8001-10000,深圳,最新,  职位职责：  1、针对全球外汇市场实盘走势进行可行性有效分析；  2、对公司内部自有资金账户进行数据分析和数据统计工作；  3、有效进行风险控制，用于全球外汇市场进行实盘交易活动来获取利润；  4、时刻关注公司账户操作品种的价格变动和相关重要资讯；  5、每个月进行交易总结，即时准确汇报公司各项...,http://jobs.zhaopin.com/453274238250576.htm
大数据分析师助理 双休,,西安达内软件科技有限公司,4001-6000,西安,最新,   岗位职责：    1、对业务经营数据进行整理和分析，提出有针对性的方案和建议。    2、负责市场趋势与竞品数据的监控和洞察，帮助优化相关业务流程，推进产品运营部门工作进行。    3、搜集整理产业链各环节关键数据信息，研究行业产业链，绘制产业链图谱。       任职要求：    1、专科及...,http://jobs.zhaopin.com/552966422253050.htm
18796-数据分析师（上海）,,深圳市腾讯计算机系统有限公司,1000元以下,上海,招聘中,  工作职责：  针对腾讯游戏平台，基于大规模用户数据，对用户兴趣、偏好、行为等进行数据挖掘和分析； 发现平台问题，形成结论帮助产品改善； 提升用户在平台体验、提升平台游戏用户的新进，活跃和留存等。  工作要求：  本科以上学历，数学、统计学、计算机等相关专业， 2年统计数据分析、数据挖掘研发相关工...,http://jobs.zhaopin.com/120072290297802.htm
底薪4k聘金融数据分析师,100%,山西昂骏电子商务有限公司,6001-8000,太原,招聘中,   不要怀疑你的眼睛   你没看错！                      我也没发错   我们就是想在不同的地方   找到人才。    我们通常只关注自己熟悉的行业和我们能够驾驭的工作，与此同时，有没有想过我们关注的行业还有多少发展和上升空间，同样都是工作  8  小时，为什么别人能挣  1...,http://jobs.zhaopin.com/CZ674002580J00035891311.htm
数据分析师,91%,台州银行股份有限公司,15000-24999,杭州,招聘中,   岗位职责： 1、对大数据进行挖掘，利用统计分析、决策树、回归算法、机器学习等技术建立预测模型、评分模型，创建业务模型并筛选变量，为管理提供支持； 2、建立和完善数据分析体系，跟踪模型技术发展， 评估建模工具的有效性，持续优化算法和分析策略； 3、为业务部门在统计分析和数据建模方面提供支持。 任...,http://jobs.zhaopin.com/CC148712369J00114906605.htm
【挑战高薪职位】金融操作员/数据分析师,91%,荟昕(北京)投资管理有限公司,8001-10000,北京,最新,  1、初级操作员：基本工资6000+提成20% + 五险+双休+旅游+奖金+福利;  2、中级操作员：基本工资10000+提成30% + 五险+双休+旅游+奖金+福利;  3、高级操作员：基本工资15000+提成40% + 五险+双休+旅游+奖金+福利;  任职四大基本 ：   1、热爱金融并且有...,http://jobs.zhaopin.com/679619236250001.htm
只看能力不看学历 金融数据分析师,67%,嘉诺恒盛(北京)教育科技有限公司,6001-8000,北京,招聘中,  任职要求   1、热爱金融行业，有强烈的意愿进入金融投资领域，渴望成为金融职场中的精英一族；  2、具有良好的自我学习能力与团队合作精神；  3、具有良好的职业操守，有强烈的责任感；  4、敢于挑战自我，勇于凭自己的努力和本领获得高收益。     工作内容   1、为公司的账户进行交易盈利；  ...,http://jobs.zhaopin.com/278684936251614.htm
数据分析师（底薪+提成奖金+双休+地铁旁,100%,广州中冠实业投资有限公司,4500-9000,广州-天河区,最近,  职位描述：   1、主要协助分析师工作，包括数据整理、分析，行情分析、传达，技术分析、授课。  2、协助部门主管处理部门的日常事务；  3、协助部门部门做销售团队的数据统计及分析；  4、负责部门文化的建设和传播工作；  5、处理上级安排的其他工作。     任职要求：  1、熟练操作excel...,http://jobs.zhaopin.com/688169231250157.htm
数据分析师（工作地点为郑州）,,北京奥维云网大数据科技股份有限公司,2001-4000,郑州-管城区,招聘中,  岗位职责：  1、负责基础数据清洗  2、寻找外包执行公司，与外包执行公司充分沟通，控制执行结果的质量  3、负责房地产行业家电领域、卫浴领域、建筑建材领域数据分析，并定期发布媒体文章  4、协助部门所涉及研究领域以及其他临时性的数据支撑  5、负责部门其他临时性工作  任职要求：  1、大专及...,http://jobs.zhaopin.com/383725927251140.htm
金融数据分析师金融助理+五险双休,100%,中汇富投资(深圳)有限公司,8001-10000,深圳,最近,  职位描述 : 为培养公司未来金融管理人员，吸纳新鲜力量，积极进行人才储备，实现永续经营并分享成功。公司正式启动人才储备项目，为有能力的金融类应聘者提供培训方案，并在公司的核心岗位进行轮值，使他们能够快速成长，适应市场，合格的应聘人员将择优录取，作为公司重要的储备人才。  职位要求 ： 1、应届毕...,http://jobs.zhaopin.com/453274238250539.htm
金融数据分析师/助理实习生(双休+全勤奖）,100%,深圳市华尔智远资产管理有限公司,6001-8000,深圳,最新,     再长的路，一步步也能走完，再短的路，不迈开双脚也无法到达！              华尔智远的优势：    强培训：不怕你没经验公司有完备的培训体系，所有的管理人员均由基层培养；人才培养是我们最大的优势，为全员提供专业系统化的岗前带薪培训、岗中训练及管理力提升训练是我们的日常工作  好发...,http://jobs.zhaopin.com/574170634250160.htm
（朝阳）8k+双休 五险一金 金融数据分析师（零基础培训）,100%,北京万向通汇投资有限公司,8000-15000,北京,最新,    欢迎广大怀揣梦想，憧憬未来，渴望用自己的双手去创造未来的有识之士加入我们的队伍中，一起去创造属于我们的辉煌！               万向通汇欢迎你的加入！！！！（现入职，也可享受年终奖福利）        岗位职责：   （无经验者通过面试后可免费带薪培训） 1.严格执行公司各项制度，...,http://jobs.zhaopin.com/288865232254136.htm
金融数据分析师 三个月一次竞升 福利优厚,100%,北京万向通汇投资有限公司,8000-15000,北京,最近,          欢迎广大怀揣梦想，憧憬未来，渴望用自己的双手去创造未来的有识之士加入我们的队伍中，一起去创造属于我们的辉煌！              万向通汇欢迎你的加入！！！！（现入职，也可享受年终奖福利）         公司详细简介：     百度百科链接：    http://baik...,http://jobs.zhaopin.com/288865232254319.htm
数据分析师 应届生亦可,90%,合肥文辉软件服务有限责任公司,4001-6000,合肥,招聘中, 岗位职责：   工作职责： 1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化； 2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议； 3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需...,http://jobs.zhaopin.com/514634488250283.htm
数据分析师,90%,上海溢米教育科技有限公司,10001-15000,上海,招聘中,  岗位职能  1、销量数据管理：公司销量数据的管理和维护  2、BA商业分析：内外部数据的分析  ·评估市场潜力  ·客户分级和选择目标客户  ·销售指标设定及分配  ·销售团队规模测算  ·销售辖区配置  3、销售奖金：奖金计划设计、分析、回顾优化 4、CRM客户关系管理：客户关系管理系统，销售...,http://jobs.zhaopin.com/246066989258448.htm
数据分析师,90%,北京晨光在线科技有限公司,30001-50000,北京,最近,  岗位职责： 1、负责贷后数据分析项目的设计、建模、数据处理及数据分析和挖掘工作； 2、负责风控贷后规则、评分模型等策略支持工具的开发； 3、负责贷后运营指标体系、MIS系统的建立和持续完善； 4、根据贷后数据模型，统计、分析日、周、月运营数据； 5、协助搭建数据分析及日常监控体系，定期检视、分析...,http://jobs.zhaopin.com/380350625250190.htm
嘉诺邦恒 诚聘数据分析师 五险,,嘉诺恒盛(北京)教育科技有限公司,8001-10000,北京,招聘中,  素质要求 :  1、大专以上学历，培训期间有大量的空余时间；  2、热爱交易、对金融经济知识感兴趣；  3、有很强的执行力，自制力强；日常生活有规律、有计划；  4、有较强的学习能力，新知识的接受能力；抗压能力；  5、耐心细致，有责任心，具有保密意识；  6、对于基础薄弱或者无经验者有专业的入...,http://jobs.zhaopin.com/278684936256700.htm
大数据分析师相关理工科可投,100%,成都华信智原科技有限公司,6001-8000,成都-武侯区,最近,  岗位职责：  1协助并参与公司的数据分析工作，  2.协助并参与负责挖掘数据分析需求，制定并实施分析方案，并根据数据分析结果为产品的改进提出合理化建议；  3. 前期以助理的方式参与并成长，直到能上手做项目        职位要求：  1，大学本科及以上应、计算机，数学，统计，金融等相关专业； ...,http://jobs.zhaopin.com/309569434250440.htm
高级研究员/数据分析师/调查分析师--厦门,100%,厦门莲桥企业管理咨询有限公司,5000-7000,厦门,招聘中,  工作内容：  1、负责项目的整体管控与开展，包括项目启动、问卷设计、监测、客户沟通、数据分析、辅导培训、方案策划与报告撰写；  2、协助客户或同事临时相关事务或资料提供；  3、负责公司标书撰写、讲标，协助销售部相关技术资料的提供；  4、专业系统的与客户讨论、界定、解决问题。     参考野月...,http://jobs.zhaopin.com/243021812250723.htm
数据分析师/助理+底薪6K+五险一金+周末双休,100%,北京万向卓迹商贸有限公司,8001-10000,北京,最近,  你还在为刚出校园的不适应而垂头丧气，感到前路渺茫吗？  还因为目前缺少工作经验而被善意拒绝吗？  还在为别人的指责“高不成低不就”而伤心吗？  那么现在，你就可以毫不犹豫来加入万向联合！  我们以培养90后年轻一代为目的，愿意为有梦想但是苦于没有平台的年轻人提供广大就职机会！  欢迎同样有激情和...,http://jobs.zhaopin.com/409386535251365.htm
招聘数据分析师 无经验者可带薪培训,100%,江苏鼎汇嘉诚教育科技有限公司,6001-8000,南京,招聘中,  【职位简介与薪酬】   一、金融助理：  （无经验者通过面试后可免费带薪培训） 1.接受免费统一的专业学习培训和模拟训练。  2.成绩优秀的将逐步晋升为中级、高级。  3.认同公司的发展理念， 愿意与公司共同发展。  4.具有很强的工作责任心和团队合作精神。 5.大专以上学历  岗位待遇： 底薪...,http://jobs.zhaopin.com/567037189253182.htm
公司直招数据分析师，带薪年假，高薪收入,100%,北京万向卓迹商贸有限公司,8001-10000,北京-朝阳区,最近,  自2012年开始，金融行业已成为应届毕业生及海归学子心目中最炙手可热的求职目标之一。2015，我们启动全新（外汇专员、金融助理、数据分析师）选聘计划，在这里，我们将助你迈出金融职业梦想的第一步！  精诚理财招募方式集“选拔”与“培训”于一体，我们在封闭式培训课程中，为你准备了最深入...,http://jobs.zhaopin.com/409386535251378.htm
外汇数据分析师 零基础免费专业培训 高底薪,100%,广州中睿合创投资管理有限公司,6001-8000,广州,最近,  不需要自己出去跑业务、晒太阳，只要你肯努力月收入上万，非常容易；     公司在不断的壮大发展中，提供更多的内部晋升机会，公司不仅提供您极具新引力的丰厚收入，更重要的是公司能提供您一个良好的发展平台，我们期待更多优秀人才加入管理团队；        所有求职、入职过程，我公司不会向求职者收取任何...,http://jobs.zhaopin.com/CC507107433J00086002508.htm
管培生-数据分析师/分析专员/实习生 双休,100%,深圳市中软卓越教育科技有限公司西安分公司,4001-6000,西安,招聘中,  岗位职责：  1、建立数据评估体系；  2、建立数据分析体系，确定项目数据指标；  3、用户行为调研，通过数据挖掘与分析，行程分析报告；  岗位要求：  1、统计学、应用数学、计算机、传播学等相关专业，大专及以上学历；  2、熟练掌握基础统计和挖掘方法；  3、较强的数据敏感度，逻辑分析能力和文...,http://jobs.zhaopin.com/526346981250102.htm
无责底薪8K起诚聘金融数据分析师+岗位分红,100%,信尔(北京)投资基金管理有限公司,10001-15000,北京-丰台区,最新,        岗位职责：    （没有销售性质，无经验者通过面试后可免费带薪培训）  分析数据--判断未来趋势--细心--及时     1.严格执行公司各项制度，协助项目经理完成日常工作；  2.按照部门主管的要求进行项目数据的搜集或整理；  3.配合其他部门有关工作；  4.遵守公司的各项管理制...,http://jobs.zhaopin.com/CC286596486J00044559112.htm
数据分析师助理均薪8K双休,100%,北京万向卓迹商贸有限公司,8001-10000,北京-朝阳区,最近,"    Don t doubt your eyes you re not wrong      I have not made a mistake, we just want to find talent in different places             不要怀疑你的眼睛 你没看错  ...",http://jobs.zhaopin.com/409386535251432.htm
数据分析师H,,车好多集团,10001-15000,北京,招聘中, 数据分析师       工作内容：     1 、负责公司整体收车业务开拓、规划和运营，能有效提高业务人效，对业务人员进行监控、及绩效管理；        2 、推动团队业绩增长、完成业绩目标；        3 、对各业务情况、地域情况、转化率等做出专业的数据分析及平时做好...,http://jobs.zhaopin.com/CC345704188J00043992310.htm
数据分析师讲师,,上海仁教信息技术有限公司,15001-20000,上海,招聘中,"   职位诱惑：   美女多,不需要加班,交通方便,领导很好   工作职责：   1、负责数据分析师课程体系的设计、生产、优化； 2、备课数据分析项目、案例和讲解； 3、按照北风需求录制视频。   职位要求：   1、统计学，应用数学，计算机等相关专业本科及本以上学历，但不拘泥于以上专...",http://jobs.zhaopin.com/521160184252302.htm
只看能力不看学历  金融数据交易分析师,77%,嘉诺恒盛(北京)教育科技有限公司,8001-10000,北京,招聘中,      任职要求     1、热爱金融行业，有强烈的意愿进入金融投资领域，渴望成为金融职场中的精英一族；    2、具有良好的自我学习能力与团队合作精神；    3、具有良好的职业操守，有强烈的责任感；    4、敢于挑战自我，勇于凭自己的努力和本领获得高收益。         工作内容    ...,http://jobs.zhaopin.com/278684936254905.htm
毕业生首选数据分析师 应届生也可以月入过万,99%,北京万向卓迹商贸有限公司,8001-10000,北京,最新,    ♘♘♘生命短暂，禁不起一份错误的工作。快跳槽吧♘数据分析师   别再为错误的工作卖命了。看着人物委身在自动售卖机、自动提款机里忙碌工作，总觉得一阵心酸。Life is too short for a wrong job! 生命短暂，禁不起一份错误的工作。快跳槽吧。      岗...,http://jobs.zhaopin.com/424426231250064.htm
6k提成师徒制/金融数据分析师步入人生巅峰,99%,南京梵汇德盈信息科技有限公司,6001-8000,南京,最新,    不要怀疑你的眼睛你没看错我也没发错我们就是想在不同的地方找到人才      我们通常只关注自己熟悉的行业和我们能够驾驭的工作，与此同时，有没有想过我们关注的行业还有多少发展和上升空间，同样都是工作8小时，为什么别人能挣1-2万而自己还在为7-8千纠结，外面的世界很  精彩，走出来看看吧   ...,http://jobs.zhaopin.com/415176181251190.htm
8底薪8k起高薪诚聘金融数据分析师+五险一金,99%,华壹信融投资管理(北京)有限责任公司,8001-10000,北京,最新,   有一个词叫“北漂”，它代表着梦想  有两个字叫“帝都”，它代表着勇气  你还因为目前缺少工作经验而被善意拒绝吗？    还在为别人的指责“高不成低不就”而伤心吗？    那么现在，你就可以毫不犹豫来加入华壹信融！    我...,http://jobs.zhaopin.com/240509239295022.htm
数据分析师（政务服务领域）,100%,佛山市诚信数据集成中心,4000-8000,佛山,最新,   岗位职责：    1.  参与公司数据项目的前期调研工作；    2.  负责数据分析、建模和挖掘，并提交有效的分析报告；    3.  根据项目的数据情况，提出数据分析方向，并使之有效实现；    4.  负责数据可视化构思，并配合美工以及前端对其进行实现。         任职要求：   ...,http://jobs.zhaopin.com/CC397952587J00064157803.htm
数据分析师,100%,北京快成物流科技股份公司太原分公司,4000-8000,太原,最新,  岗位要求：  1、 具有团队精神，活波、开朗；   2、数学、统计、经济学专业硕士以上学历；  3、具有较好的统计分析能力，有相应的数据意识；  4、能适应高强度工作，阶段性出差；  5、能撰写市场调研报告，数据分析汇总等工作；  6、熟悉office软件，懂SPAA、SAS等统计分析建模者优先...,http://jobs.zhaopin.com/CC410796481J00050372710.htm
数据分析师 /助理五险双休带薪培训实习生,100%,广州中冠实业投资有限公司,4500-8000,广州,最新,  在西藏，再努力也烧不开一壶水：说明环境很重要。  骑自行车，再努力也追不上宝马，（开拖拉机追不上高铁）：说明平台很重要。  狗对熊说：嫁给我吧，你会幸福的。熊说：嫁你生狗熊，我要嫁给猫，生熊猫才尊贵，说明选择很重要。     我们通常只关注自己熟悉的行业和我们能够驾驭的工作，与此同时，有没有想过...,http://jobs.zhaopin.com/CC688169231J00072020104.htm
数据分析师/助理 高底薪+双休+福利齐全,99%,北京万向卓迹商贸有限公司,8001-10000,北京,最新,    岗位职责：      1.   严格执行公司各项制度，，并定期整理金融数据，向上级领导账户分析结果；     2.   按照部门主管自2012年开始，金融行业已成为应届毕业生及海归学子心目中最炙手可热的求职目标之一。2018，我们启动全新（金融助理、数据分析师）选聘计划，在这里...,http://jobs.zhaopin.com/424426231250017.htm
机械转行9k大数据分析师,100%,北京联科博远教育科技有限公司,8001-10000,北京,最新,"  岗位职责：  1、完成软件系统代码的实现，编写代码注释和开发文档；  2、辅助进行系统的功能定义,程序设计；  3、根据设计文档或需求说明完成代码编写，调试，测试和维护；  4、分析并解决软件开发过程中的问题；  5、协助测试工程师制定测试计划，定位发现的问题；  6、配合项目经理完成相关任务目...",http://jobs.zhaopin.com/CZ638945620J00048525513.htm
数据分析师（互联网领域）,100%,佛山市诚信数据集成中心,4000-8000,佛山,最新,  岗位职责：  1.参与公司数据库的大数据应用场景探索工作，从海量互联网数据中挖掘有用的价值信息，并协调开发进行相应的产品化处理。  2.参与公司数据项目的前期调研工作，主要包括业务和数据库两部分的调研。 3.根据项目的需求情况，对数据进行针对性的分析、建模和挖掘，并提交有效的分析报告。 4.根据...,http://jobs.zhaopin.com/CC397952587J00064143003.htm
高薪急招大数据分析师实习生,98%,北京联科博远教育科技有限公司,8001-10000,北京,最新,   大数据分析实习生  (高端信息化人才培养  )        一、  岗位要求  ：    （一）  性别要求: 不限    （二）  年龄要求: 21周岁  以上    （三）  学历要求: 学信网可查询的大专及以上学历，但不包括远程教育、函授学历    （四）  专业要求: 理工科专业  ...,http://jobs.zhaopin.com/CZ638945620J00048426313.htm
数据分析师助理 全职兼职均可,92%,信尔(北京)投资基金管理有限公司,8001-10000,北京-房山区,最新,  因为我们公司，有你想要的——  简单透明的企业文化；  公平公开的晋升机制；  新人入职的专业培训；  底气十足的高薪提成；  丰富多彩的旅游奖励…  人生的每一笔经历，都在书写你的简历。原本你以为微不足道的事情，回头看的时候，都有着无法细数的刻度。自己拼出来的东西，和别人送到嘴边的东西，意义和...,http://jobs.zhaopin.com/CC286596486J00044796712.htm
数据分析师助理,93%,华壹信融投资管理(北京)有限责任公司,8001-10000,北京,最新,   我们通常只关注自己熟悉的行业和我们能够驾驭的工作，与此同时，有没有想过我们+关注的行业还有多少发展和上升空间，同样都是工作8小时，为什么别人能挣1-2万而自己还在为7-8千纠结，外面的世界很精彩，走出来看看吧 我们可以很负责的说只要敢于迎接挑战，月薪1-2万只是个起点！！   华壹信融欢迎你的...,http://jobs.zhaopin.com/240509239301306.htm
数据分析师,98%,浙江齐聚科技有限公司北京分公司,10001-15000,北京,最新,  岗位职责：  1. 制作常规报表，监控核心数据指标，对公司业务数据进行管理  2. 负责相关业务线产品的用户分析，营收分析，行为分析、活动效果评估等，产出相应报告，为产品优化和业务运营提供支持  3. 监测并分析行业竞品情况，收集并解读相关用户和市场研究报告/信息，为公司产品规划提供支持  4....,http://jobs.zhaopin.com/329225217252142.htm
公司直聘{数据分析师助理}，底薪6K起,99%,北京万向卓迹商贸有限公司,6001-8000,北京-朝阳区,最新,  您是毕业生还是想转行，只要您对金融感兴趣，录取后会有岗前培训       岗位职责  ：辅助经理做分析工作，针对金融外汇市场数据统计和分析。   工作性质：偏文职偏技术   薪酬福利 ： 1、薪酬：6K底薪+高额提成+交通补助+奖金+带薪年假+节日福利+生日福利+社会保险  2、普通员工平均月收...,http://jobs.zhaopin.com/409386535251358.htm
